region,date,mean,median,lower_90,upper_90,lower_50,upper_50
Hungary,2020-09-02,1.4086619311384487,1.3619040207175783,1.0906945687853424,1.7161310097820928,1.1526673436767592,1.401582351519197
Hungary,2020-09-03,1.245373091874207,1.2079220927580394,1.0010359102806545,1.4941731295175091,1.0640184722130934,1.2452286953072624
Hungary,2020-09-04,1.3029927153479004,1.2628502785261007,1.0617389228056677,1.5999126126027852,1.1066072631457005,1.3020126069762281
Hungary,2020-09-05,1.2152055945204072,1.1906198027599997,0.997013746723461,1.4401353764354954,1.0730456838132596,1.2444656455771868
Hungary,2020-09-06,1.154177730466848,1.1327595939422948,0.9442232525230684,1.3638040309297828,1.031082722388257,1.1787776967236783
Hungary,2020-09-07,1.1643228388721982,1.1460094967213015,0.9601613910796277,1.3847950164673632,1.023221823259172,1.1798559658755796
Hungary,2020-09-08,1.035342206430337,1.0301651645302337,0.8214218874274077,1.2566793531675442,0.9506836341983027,1.0893436970417023
Hungary,2020-09-09,1.1872378101249688,1.1590575720853171,0.988392061076187,1.4437236868541157,1.0305582846941457,1.1900034710351293
Hungary,2020-09-10,1.2143333544865524,1.1871823611574315,0.9981224429979321,1.424698155968601,1.0867174890435054,1.2444026189405848
Hungary,2020-09-11,1.2821479781236735,1.2463240258732564,1.0256792818293363,1.5191334390610178,1.1101439777732447,1.3000016350907844
Hungary,2020-09-12,1.1741788897821859,1.1519938134543883,1.0012661951374189,1.3825281062636212,1.070652845088421,1.2094812284879548
Hungary,2020-09-13,0.906027642675035,0.9255737331910999,0.6625540282145991,1.1104324608887153,0.8840456420806765,1.0437226750510045
Hungary,2020-09-14,1.2108035263273111,1.1799766023009317,1.0013551409636998,1.4301237221767786,1.050520638816798,1.2117982526504192
Hungary,2020-09-15,1.0236383433917926,1.0228755434906835,0.8419682584206182,1.218609643059178,0.9577510904882716,1.0880361146270334
Hungary,2020-09-16,0.9994123905010681,1.003223206177746,0.8172158132667178,1.1852725885272193,0.9207395665546109,1.0491357185996761
Hungary,2020-09-17,1.1381777585589519,1.1180910528033103,0.9677909882410785,1.3174973733859656,1.0360102902478752,1.1623013422266653
Hungary,2020-09-18,1.1706618345854838,1.141538760412,0.9664355678433871,1.3529440249478157,1.0380180674439925,1.1756290446111208
Hungary,2020-09-19,1.0069357730271187,1.0085215495273965,0.8164434016520773,1.1776175584540216,0.9564413411528617,1.0726518321385445
Hungary,2020-09-20,1.1219893532977847,1.1002416129593633,0.938701212089286,1.3164655668984628,0.9994900495014882,1.1320827162965361
Hungary,2020-09-21,0.9241608786255485,0.9382482731984321,0.7526381175911594,1.1154482692737002,0.8960342887850234,1.024389720059877
Hungary,2020-09-22,0.9207784119361129,0.9381355136619681,0.7220661424304973,1.1161079706157406,0.8717400367830912,1.00864282239083
Hungary,2020-09-23,1.1644823426024375,1.133533924597425,0.9598234065521608,1.3722541899551075,1.016555997210846,1.1661758116251175
Hungary,2020-09-24,0.9789105698918613,0.985855162708839,0.8045798010228334,1.14301802281874,0.9258350772878736,1.0416087911524232
Hungary,2020-09-25,1.1152959751699518,1.0937997331270983,0.9457992085366886,1.3077317342800852,1.0060171053147362,1.1305941342414048
Hungary,2020-09-26,1.0563540850944269,1.0481408108463173,0.8752685491851298,1.216557102701931,0.9890665929671589,1.0996544391069076
Hungary,2020-09-27,1.0154872632365728,1.0131214838682026,0.8328950644470199,1.1715354545484908,0.9608595761198859,1.071002706274456
Hungary,2020-09-28,0.9419717297895311,0.9530691630386379,0.7499932846046964,1.1057289436022735,0.9148641505992038,1.0358760913474745
Hungary,2020-09-29,1.10828439024982,1.089349085207159,0.935213962502684,1.2969783055877355,0.9964984816275562,1.123962901649199
Hungary,2020-09-30,1.0787329514278219,1.0699984054801983,0.9283801727221608,1.2645769442667376,0.9994350381554705,1.1060790145192998
Hungary,2020-10-01,1.0639528989537637,1.0544866491199416,0.9093273791159152,1.2504948368423985,0.994322667331086,1.1120551067893936
Hungary,2020-10-02,1.2326420071879889,1.2064747338104844,0.9998103816090117,1.4583860630795131,1.0846420127751897,1.2602088667808322
Hungary,2020-10-03,0.9308634626569454,0.943837354983228,0.7347925497327121,1.0816048071851967,0.8919772753437062,1.0124825217988336
Hungary,2020-10-04,0.9091081766470493,0.9261022130853334,0.7007643056131587,1.080456313875479,0.8560304749338035,0.9933786124707278
Hungary,2020-10-05,1.051204690833342,1.0455935604063011,0.8686388168771756,1.2117729780380648,0.9719412822634966,1.0909493346427697
Hungary,2020-10-06,1.0376522825643935,1.03500513965274,0.8528066504325538,1.2138807089358687,0.9753420926578542,1.0895048129555565
Hungary,2020-10-07,1.0904912517408982,1.078134877988031,0.9382242850166117,1.2972135492443038,1.0168748831158652,1.1434162322991286
Hungary,2020-10-08,1.1636177266053387,1.1413068338984282,0.9999821865148395,1.3557954408654838,1.0412431488854315,1.1758560791653208
Hungary,2020-10-09,1.2088588532443372,1.1821087098256187,1.004588814525852,1.4018849104576305,1.0724782685236163,1.2238419691095093
Hungary,2020-10-10,1.1391292162941646,1.1163742470054039,0.9451392569977348,1.3057718502841702,1.0399620036019157,1.1557937377912408
Hungary,2020-10-11,0.9162743941955127,0.9311974068253833,0.7016070641243228,1.1166947339042514,0.8720118842158647,1.0166899203851065
Hungary,2020-10-12,1.0565349549413918,1.044010923920651,0.9014723576902685,1.257376197343587,0.968538585502843,1.0919108623631155
Hungary,2020-10-13,0.9883088697279618,0.9864754023913871,0.7960631646534011,1.1829217754553716,0.9310624515902824,1.0579836390258814
Hungary,2020-10-14,1.0243026668468813,1.0247336733101466,0.8459403720035149,1.2064298497448451,0.9559072681328922,1.0771173438538248
Hungary,2020-10-15,1.1591088437608386,1.1352389597201327,0.9703991666423447,1.4026805883076219,1.034335133478722,1.1886778463211953
Hungary,2020-10-16,1.3752081691272067,1.3456554788093835,1.0689073267921199,1.7005100715344823,1.1579255298648223,1.4088787123856634
Hungary,2020-10-17,1.4032243847124224,1.371083492393065,1.0674114399606482,1.7442117082064212,1.1800128681923183,1.4559632241646716
Hungary,2020-10-18,0.9218080888813629,0.9389458505904464,0.6568436286084172,1.2428919867327037,0.9023196066001079,1.1105259060742227
Hungary_Adj,2020-04-23,1.075529937913796,1.0572486476044158,0.7239220698363477,1.4724810437726026,0.881459162070245,1.1351014841162845
Hungary_Adj,2020-04-24,0.9576974618671814,0.9558136802731412,0.6281285251353171,1.2823366636403792,0.8632469385485614,1.0924854935845727
Hungary_Adj,2020-04-25,0.8982214260258384,0.9163106817427304,0.5241882160912185,1.213725163737827,0.8027384260575869,1.0402133110883
Hungary_Adj,2020-04-26,0.9004136398339707,0.9133181387937839,0.5335824895838654,1.2128251364010116,0.7852362015044881,1.0109904047685232
Hungary_Adj,2020-04-27,0.9061198594803495,0.9148226739335374,0.5754283053974381,1.2953599652128662,0.7940929322383792,1.0452544911197865
Hungary_Adj,2020-04-28,0.8627638800240816,0.8907815355882764,0.4678938039494015,1.1935994540455885,0.7904161559534464,1.0378056638127033
Hungary_Adj,2020-04-29,0.8606108774488563,0.887119268030288,0.49249478951839265,1.2469612394535332,0.7763148202378645,1.0188198269606106
Hungary_Adj,2020-04-30,0.8312098431492366,0.8613335296086657,0.45511628126514847,1.166219251860416,0.759445954261555,1.0087047352283025
Hungary_Adj,2020-05-01,0.8681833107338657,0.8863809259862684,0.5130401887832639,1.2404518045512458,0.7872240742207702,1.0313340652156058
Hungary_Adj,2020-05-02,0.8193665478952373,0.8597028495020065,0.42868661162663746,1.1706970574396214,0.7696758827533552,1.0183372834417512
Hungary_Adj,2020-05-03,0.8017028817366008,0.8388950564384581,0.4013067772786548,1.2196733609635833,0.7799599455934638,1.0468562620379382
